2019-03-01 09:19:10.062 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.063 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.063 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.063 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.063 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.064 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.065 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.065 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.065 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.065 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.065 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.065 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.065 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.065 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
2019-03-01 09:19:10.066 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): enter
2019-03-01 09:19:10.067 Eyes: [LOG    ] {} [171] com.applitools.eyes.visualgridclient.model.RenderingTask.getCss(): exit
